homenames,home_previous,previous,racsid,service,suburbs,states,post_code,hrefdata
Baptistcare Moonya 7064,Baptistcare WA Limited,Baptistcare Moonya HostelMoonya Hostel,7064,Residential,Manjimup,Western Australia,6258,/services/baptistcare-moonya-7064
Baptistcare Moonya Nursing Home 7915,Baptistcare WA Limited,Moonya Nursing Home,7915,Residential,Manjimup,Western Australia,6258,/services/baptistcare-moonya-nursing-home-7915
Baptistcare Morrison Gardens 7186,BaptistCare NSW & ACT,Morrison Lodge,7186,Residential,Midland,Western Australia,6056,/services/baptistcare-morrison-gardens-7186
BaptistCare Morven Gardens Centre 0484,BaptistCare NSW & ACT,BCS Morven Gardens Centre,0484,Residential,Leura,New South Wales,2780,/services/baptistcare-morven-gardens-centre-0484
BaptistCare Niola Centre 2244,BaptistCare NSW & ACT,BCS Niola Centre,2244,Residential,Parkes,New South Wales,2870,/services/baptistcare-niola-centre-2244
BaptistCare Orana Centre 0618,BaptistCare NSW & ACT,BCS Orana Centre,0618,Residential,Point Clare,New South Wales,2250,/services/baptistcare-orana-centre-0618
BaptistCare Shalom Centre 0608,BaptistCare NSW & ACT,BCS Shalom Centre,0608,Residential,Macquarie Park,New South Wales,2113,/services/baptistcare-shalom-centre-0608
BaptistCare Warabrook Centre 0515,BaptistCare NSW & ACT,BCS Warabrook Centre,0515,Residential,Warabrook,New South Wales,2304,/services/baptistcare-warabrook-centre-0515
BaptistCare Warena Centre 0253,BaptistCare NSW & ACT,BCS Warena Centre,0253,Residential,Bangor,New South Wales,2234,/services/baptistcare-warena-centre-0253
Baptistcare William Carey Court 7267,Baptistcare WA Limited,William Carey Court Residential Aged Care Facility,7267,Residential,Busselton,Western Australia,6280,/services/baptistcare-william-carey-court-7267
Baptistcare Yallambee 7160,Baptistcare WA Limited,Yallambee Hostel,7160,Residential,Mundaring,Western Australia,6073,/services/baptistcare-yallambee-7160
Barossa Park Lodge 8110,OneCare Limited,Barossa Village Inc,8110,Residential,Glenorchy,Tasmania,7010,/services/barossa-park-lodge-8110
Barossa Valley Nursing Home 6909,Barossa Village Inc,Barrington Hostel,6909,Residential,Nuriootpa,South Australia,5355,/services/barossa-valley-nursing-home-6909
Barossa Village Incorporated 6023,Barossa Village Inc,Barunga Village Inc,6023,Residential,Nuriootpa,South Australia,5355,/services/barossa-village-incorporated-6023
Barridale Lodge 7190,Shire of Wanneroo Aged Persons Homes Trust Inc,Bass Hill Residential Aged Care Facility,7190,Residential,Kingsley,Western Australia,6026,/services/barridale-lodge-7190
Barrington Lodge 8031,The Salvation Army (Tasmania) Property Trust,Beauaraba Lodge Hostel,8031,Residential,New Town,Tasmania,7008,/services/barrington-lodge-8031
Barunga Village Incorporated 6074,Barunga Village Incorporated,Prescare - Roslyn Lodge,6074,Residential,Port Broughton,South Australia,5522,/services/barunga-village-incorporated-6074
Bedingfeld Lodge 7057,Bedingfeld Park Inc,Beechwood Residential Aged Care Facility,7057,Residential,Pinjarra,Western Australia,6208,/services/bedingfeld-lodge-7057
Beechwood Aged Care 2580,Allity Pty Ltd,Beecroft Nursing Home,2580,Residential,Revesby,New South Wales,2212,/services/beechwood-aged-care-2580
Beechworth Health Service Residential Care Program 3636,Thompson Health Care No.2 Holdings Pty Ltd,Bellevue Court Hostel Gawler EastSouthern Cross Care Bellevue Court,3636,Residential,Beechworth,Victoria,3747,/services/beechworth-health-service-residential-care-program-3636
Beecroft House Residential Aged Care 2442,Clanwilliam Pty Ltd,Bellhaven Aged Care Facility,2442,Residential,Beecroft,New South Wales,2119,/services/beecroft-house-residential-aged-care-2442
Beenleigh Nursing Home 5916,Helping Hand Aged Care Inc,Woodville Nursing Home,5916,Residential,Beenleigh,Queensland,4207,/services/beenleigh-nursing-home-5916
Belalie Lodge 6055,Bella Vista Gardens Pty Ltd,Benetas Dalkeith HostelDalkeith Hostel,6055,Residential,Jamestown,South Australia,5491,/services/belalie-lodge-6055
Bella Vista Gardens 1031,Bellevue Enterprises Pty Ltd & Laberge Pty Ltd,Hazelwood House Hostel,1031,Residential,Norwest,New South Wales,2153,/services/bella-vista-gardens-1031
Benetas Lovell House 3122,Anglican Aged Care Services Group,St Laurence Court-Eaglehawk HostelSt Laurence Court Eaglehawk Hostel,3122,Residential,Caulfield North,Victoria,3161,/services/benetas-lovell-house-3122
Benetas St George's 4472,Anglican Aged Care Services Group,St Laurence Court Kangaroo Flat Hostel,4472,Residential,Altona Meadows,Victoria,3028,/services/benetas-st-georges-4472
Benetas St John's Park 3166,Anglican Aged Care Services Group,Benetas St Paul's Court,3166,Residential,Mooroolbark,Victoria,3138,/services/benetas-st-johns-park-3166
Benetas St Laurence Court - Eaglehawk 3071,Anglican Aged Care Services Group,Rockhampton Benevolent Home HostelBenevolent Aged Care,3071,Residential,California Gully,Victoria,3556,/services/benetas-st-laurence-court-eaglehawk-3071
Benetas St Laurence Court - Kangaroo Flat 3157,Anglican Aged Care Services Group,Bentons Lodge - ResidentialAged ServiceBentons Lodge,3157,Residential,Kangaroo Flat,Victoria,3555,/services/benetas-st-laurence-court-kangaroo-flat-3157
Benetas St Paul's Terrace 3055,Anglican Aged Care Services Group,Berrigan Aged Care Hostel Ltd,3055,Residential,Frankston,Victoria,3199,/services/benetas-st-pauls-terrace-3055
Benevolent Living 5072,Benevolent Aged Care Ltd,Beth Eden Riverside Village,5072,Residential,Rockhampton,Queensland,4700,/services/benevolent-living-5072
Benjamin Short Grove 1056,Mission Australia,Berrington Como,1056,Residential,Orange,New South Wales,2800,/services/benjamin-short-grove-1056
Bentleys Aged Care 3987,Violet Town Bush Nursing Centre Inc,Bethanie Edinboro House,3987,Residential,East Bendigo,Victoria,3550,/services/bentleys-aged-care-3987
Bethanie Elanora Villas Nursing Home 7854,The Bethanie Group Incorporated,Berrington - Subiaco,7854,Residential,Bunbury,Western Australia,6230,/services/bethanie-elanora-villas-nursing-home-7854
Bethanie Fields 7273,The Bethanie Group Incorporated,Bethany Aged Care Facility,7273,Residential,Bunbury,Western Australia,6232,/services/bethanie-fields-7273
Bethanie Geneff 7181,The Bethanie Group Incorporated,Bethel Nursing Home,7181,Residential,Innaloo,Western Australia,6018,/services/bethanie-geneff-7181
Bethanie Gwelup 7457,The Bethanie Group Incorporated,Bethesda Hostel,7457,Residential,Gwelup,Western Australia,6018,/services/bethanie-gwelup-7457
Bethanie Illawong 7128,The Bethanie Group Incorporated,"Bethesda Caring Centre, Wesley Central Mission",7128,Residential,Hamilton Hill,Western Australia,6163,/services/bethanie-illawong-7128
Bethanie Kingsley 7203,The Bethanie Group Incorporated,Ibis Care Bexley,7203,Residential,Kingsley,Western Australia,6026,/services/bethanie-kingsley-7203
Bill McKenzie Gardens 2914,RSL LifeCare Limited,Ginninderra Gardens Hostel,2914,Residential,Page,Australian Capital Territory,2614,/services/bill-mckenzie-gardens-2914
Bill Newton VC Gardens 0499,RSL LifeCare Limited,Bindaree Lodge HostelBindaree Lodge,0499,Residential,Dubbo,New South Wales,2830,/services/bill-newton-vc-gardens-0499
Bilyara Hostel 0214,Cowra Retirement Village Ltd,Bindaree Retirement Centre Inc,0214,Residential,Cowra,New South Wales,2794,/services/bilyara-hostel-0214
Bindaree Care Centre 5290,Sundale Ltd,Nandeebie Centre Of CareNandeebie Centre of Care Hostel,5290,Residential,Boyne Island,Queensland,4680,/services/bindaree-care-centre-5290
Bindaree Retirement Centre 3282,Mansfield District Hospital,Woodlands Lodge,3282,Residential,Mansfield,Victoria,3722,/services/bindaree-retirement-centre-3282
Birchip Nursing Home 4376,East Wimmera Health Service,Bethania HavenBethania Haven Hostel,4376,Residential,Birchip,Victoria,3483,/services/birchip-nursing-home-4376
Bishop Davies Court 8825,OneCare Limited,Blue Care Bli Bli Aged care ServiceBoyanda Hostel,8825,Residential,Kingston,Tasmania,7050,/services/bishop-davies-court-8825
Blacktown Nursing Home 2533,Budumu Pty Ltd,Blue Care Brassall Village Aged Care ServiceAllambee House Nursing HomeBlue Care Brassall Aged Care Facility - Allambee House,2533,Residential,Blacktown,New South Wales,2148,/services/blacktown-nursing-home-2533
Blakehurst Aged Care Centre 2060,Blakehurst Aged Care Services Pty Ltd,Blue Care Bundaberh Millbank Aged Care FacilityPioneer Hostel - Millbank Village,2060,Residential,Blakehurst,New South Wales,2221,/services/blakehurst-aged-care-centre-2060
Blue Care Alexandra Hills Nandeebie Aged Care Facility  5197,The Uniting Church in Australia Property Trust (Q.),Pioneer LodgePioneer Lodge Hostel,5197,Residential,Alexandra Hills,Queensland,4161,/services/blue-care-alexandra-hills-nandeebie-aged-care-facility-5197
Blue Care Arundel Woodlands Lodge Aged Care Facility 5226,The Uniting Church in Australia Property Trust (Q.),Blue Care Bundaberg Pioneer Aged Care FacilityPioneer Gardens Nursing Home,5226,Residential,Arundel,Queensland,4214,/services/blue-care-arundel-woodlands-lodge-aged-care-facility-5226
Blue Care Beenleigh Bethania Haven Aged Care Facility 5182,The Uniting Church in Australia Property Trust (Q.),Blue Care - Riverlea,5182,Residential,Bethania,Queensland,4205,/services/blue-care-beenleigh-bethania-haven-aged-care-facility-5182
Blue Care Bli Bli Aged Care Facility 5178,The Uniting Church in Australia Property Trust (Q.),Blue Care Caloundra West Terrace Aged Care ServiceAminya Nursing Home,5178,Residential,Bli Bli,Queensland,4560,/services/blue-care-bli-bli-aged-care-facility-5178
Blue Care Brassall Aged Care Facility 5948,The Uniting Church in Australia Property Trust (Q.),Blue Care - Capricorn GardensBlue Care Capricorn Gardens Yeppoon,5948,Residential,Brassall,Queensland,4305,/services/blue-care-brassall-aged-care-facility-5948
Blue Care Carbrook Wirunya Aged Care Facility 5273,The Uniting Church in Australia Property Trust (Q.),Blue Care Carbrook Wirunya Aged Care FaciltyBlue Care - Wirunya Hostel,5273,Residential,Carbrook,Queensland,4130,/services/blue-care-carbrook-wirunya-aged-care-facility-5273
Blue Care Carina Aged Care Facility 5845,The Uniting Church in Australia Property Trust (Q.),Blue Care Carina Heights Salvin Park Aged Care ServiceSalvin Park Blue Nursing Home,5845,Residential,Carina,Queensland,4152,/services/blue-care-carina-aged-care-facility-5845
Blue Care Dicky Beach Aged Care Facility 5032,The Uniting Church in Australia Property Trust (Q.),Blue Care Dickey Beach Aged Care FacilityThe Glebe Frail Aged Hostel,5032,Residential,Dickey Beach,Queensland,4551,/services/blue-care-dicky-beach-aged-care-facility-5032
Blue Care Elanora Pineshaven Aged Care Facility 5198,The Uniting Church in Australia Property Trust (Q.),Pineshaven Residential Care Centre,5198,Residential,Elanora,Queensland,4221,/services/blue-care-elanora-pineshaven-aged-care-facility-5198
Blue Care Emerald Avalon Aged Care Facility 5074,The Uniting Church in Australia Property Trust (Q.),Blue Care - Avalon Hostel,5074,Residential,Emerald,Queensland,4720,/services/blue-care-emerald-avalon-aged-care-facility-5074
Blue Care Emerald Avalon Aged Care Facility 5986,The Uniting Church in Australia Property Trust (Q.),Blue Care - Avalon Nursing Home,5986,Residential,Emerald,Queensland,4720,/services/blue-care-emerald-avalon-aged-care-facility-5986
Blue Care Flinders View Nowlanvil Aged Care Facility 5456,The Uniting Church in Australia Property Trust (Q.),Blue Care Flinders View Nowlanvil Aged Care ServiceLady Leone Edwards Nursing HomeBlue Care Nowlanvil Aged Care Facility - Lady Leone Edwards,5456,Residential,Flinders View,Queensland,4305,/services/blue-care-flinders-view-nowlanvil-aged-care-facility-5456
Blue Care Gladstone Edenvale Aged Care Facility 5516,The Uniting Church in Australia Property Trust (Q.),Edenvale,5516,Residential,Gladstone,Queensland,4680,/services/blue-care-gladstone-edenvale-aged-care-facility-5516
Blue Care Gladstone Hibiscus Aged Care Facility 5148 (Closed),The Uniting Church in Australia Property Trust (Q.),Blue Care Gladstone Hibiscus Aged Care FacilityHibiscus Gardens Hostel,5148,Residential,Gladstone South,Queensland,4680,/services/blue-care-gladstone-hibiscus-aged-care-facility-5148-closed
Blue Care Gracemere Aged Care Facility 5435,The Uniting Church in Australia Property Trust (Q.),Blue Care Gracemere Gardens Aged Care FacilityBlue Care Gracemere Gardens Aged Care ServiceGracemere Gardens Nursing HomeGracemere Gardens,5435,Residential,Gracemere,Queensland,4702,/services/blue-care-gracemere-aged-care-facility-5435
Blue Care Gympie Grevillea Gardens Aged Care Facility 5472,The Uniting Church in Australia Property Trust (Q.),Blue Care Gympie Grevillea Gardens Aged Care ServiceGrevillea Gardens Nursing Home,5472,Residential,Gympie,Queensland,4570,/services/blue-care-gympie-grevillea-gardens-aged-care-facility-5472
Blue Care Gympie Winston House Aged Care Facility 5034 (Closed),The Uniting Church in Australia Property Trust (Q.),Blue Care Gympie Winston House Aged Care FacilityBlue Care Gympie Winston House Aged Care ServiceWinston House Hostel,5034,Residential,Gympie,Queensland,4570,/services/blue-care-gympie-winston-house-aged-care-facility-5034-closed
Blue Care Hamilton Merriwee Court Aged Care Facility 5035,The Uniting Church in Australia Property Trust (Q.),Merriwee CourtMerriwee Court Hostel,5035,Residential,Hamilton,Queensland,4007,/services/blue-care-hamilton-merriwee-court-aged-care-facility-5035
Blue Care Hervey Bay Bayhaven Aged Care Facility 5436 (Closed),The Uniting Church in Australia Property Trust (Q.),Blue Care Hervey Bay Bayhaven Aged Care FacilityBlue Care Bayhaven Nursing Home,5436,Residential,Point Vernon,Queensland,4655,/services/blue-care-hervey-bay-bayhaven-aged-care-facility-5436-closed
Blue Care Hervey Bay Masters Lodge Aged Care Facility 5244,The Uniting Church in Australia Property Trust (Q.),Blue Care Hervey Bay Bayhaven Aged Care FacilityMasters Lodge Hostel,5244,Residential,Urraween,Queensland,4655,/services/blue-care-hervey-bay-masters-lodge-aged-care-facility-5244
Blue Care Hollingsworth Elders Village 5754,The Uniting Church in Australia Property Trust (Q.),Hollingsworth Elders Village,5754,Residential,Portsmith,Queensland,4870,/services/blue-care-hollingsworth-elders-village-5754
Blue Care Ingham Bluehaven Aged Care Facility 5176,The Uniting Church in Australia Property Trust (Q.),Bluehaven Lodge,5176,Residential,Ingham,Queensland,4850,/services/blue-care-ingham-bluehaven-aged-care-facility-5176
Blue Care Kallangur Pilgrim Aged Care Facility 5233,The Uniting Church in Australia Property Trust (Q.),Pilgrim Hostel,5233,Residential,Kallangur,Queensland,4503,/services/blue-care-kallangur-pilgrim-aged-care-facility-5233
Blue Care Kenmore Aged Care Facility 5893,The Uniting Church in Australia Property Trust (Q.),Blue Care Kenmore Aged Care ServiceIona Nursing CentreIona Nursing Home,5893,Residential,Kenmore,Queensland,4069,/services/blue-care-kenmore-aged-care-facility-5893
Blue Care Kirra Aged Care Facility 5151,The Uniting Church in Australia Property Trust (Q.),Kirrahaven Hostel,5151,Residential,Coolangatta,Queensland,4225,/services/blue-care-kirra-aged-care-facility-5151
Blue Care Labrador Aged Care Facility 5007,The Uniting Church in Australia Property Trust (Q.),Labrador Gardens Aged Care Facility,5007,Residential,Labrador,Queensland,4215,/services/blue-care-labrador-aged-care-facility-5007
Blue Care Lawnton Pine Woods Aged Care Facility 5195,The Uniting Church in Australia Property Trust (Q.),Blue Care Lawnton Pinewoods Aged Care ServicePine Woods Hostel,5195,Residential,Lawnton,Queensland,4501,/services/blue-care-lawnton-pine-woods-aged-care-facility-5195
Blue Care Lowood Glenwood Aged Care Facility  5284,The Uniting Church in Australia Property Trust (Q.),Glenwood Hostel,5284,Residential,Lowood,Queensland,4311,/services/blue-care-lowood-glenwood-aged-care-facility-5284
Blue Care Mackay Homefield Aged Care Facility 5122,The Uniting Church in Australia Property Trust (Q.),Homefield Hostel,5122,Residential,Mackay,Queensland,4740,/services/blue-care-mackay-homefield-aged-care-facility-5122
Blue Care Mackay Homefield Aged Care Facility 5911 (Closed),The Uniting Church in Australia Property Trust (Q.),Blue Care Mackay Homefield Aged Care FacilityHomefield Aged Persons Home,5911,Residential,Mackay,Queensland,4740,/services/blue-care-mackay-homefield-aged-care-facility-5911-closed
Blue Care Maleny Erowal Aged Care Facility 5327,The Uniting Church in Australia Property Trust (Q.),Blue Care Erowal Aged Care ServiceBlue Care Erowal Residential Aged Care FacilityErowal Aged Care Centre,5327,Residential,Maleny,Queensland,4552,/services/blue-care-maleny-erowal-aged-care-facility-5327
Blue Care Mareeba Aged Care Facility 5121,The Uniting Church in Australia Property Trust (Q.),Blue Care Mareeba Aged Care ServiceMareeba Garden Settlement Hostel,5121,Residential,Mareeba,Queensland,4880,/services/blue-care-mareeba-aged-care-facility-5121
Blue Care Redcliffe Aged Care Facility 5750,The Uniting Church in Australia Property Trust (Q.),Blue Care Redcliffe Aged Care ServiceBluecare Redcliffe Aged Care Facility,5750,Residential,Redcliffe,Queensland,4020,/services/blue-care-redcliffe-aged-care-facility-5750
Blue Care Redland Bay Yarrabee Aged Care Facility 5356,The Uniting Church in Australia Property Trust (Q.),Yarrabee Centre of Care,5356,Residential,Redland Bay,Queensland,4165,/services/blue-care-redland-bay-yarrabee-aged-care-facility-5356
